Time	Strain	Shear Stress
[s]	[1]	[Pa]
88945.12	0.2113576	100
88945.22	0.2113844	100
88945.31	0.2114082	100
88945.42	0.2114348	100
88945.51	0.2114584	100
88945.62	0.2114846	100
88945.72	0.2115097	100
88945.82	0.2115355	100
88945.91	0.2115598	100
88946.02	0.211587	100
88946.12	0.2116111	100
88946.22	0.2116362	100
88946.31	0.2116621	100
88946.42	0.2116846	100
88946.51	0.2117115	100
88946.62	0.2117363	100
88946.72	0.2117622	100
88946.82	0.2117892	100
88946.91	0.2118129	100
88947.02	0.2118374	100
88947.12	0.2118633	100
88947.22	0.211887	100
88947.31	0.2119114	100
88947.42	0.2119374	100
88947.51	0.2119601	100
88947.62	0.2119883	100
88947.72	0.2120124	100
88947.82	0.2120359	100
88947.91	0.2120591	100
88948.02	0.2120844	100
88948.12	0.2121086	100
88948.22	0.2121318	100
88948.31	0.2121575	100
88948.42	0.2121853	100
88948.51	0.2122092	100
88948.62	0.2122347	100
88948.72	0.2122604	100
88948.82	0.2122844	100
88948.91	0.2123072	100
88949.02	0.2123294	100
88949.12	0.2123555	100
88949.22	0.2123817	100
88949.31	0.2124058	100
88949.42	0.2124313	100
88949.51	0.2124559	100
88949.62	0.2124824	100
88949.72	0.2125067	100
88949.82	0.212532	100
88949.91	0.2125564	100
88950.02	0.2125819	100
88950.12	0.2126064	100
88950.22	0.2126332	100
88950.31	0.2126592	100
88950.42	0.2126822	100
88950.51	0.2127046	100
88950.62	0.2127304	100
88950.72	0.2127543	100
88950.82	0.2127766	100
88950.91	0.2128027	100
88951.02	0.2128264	100
88951.12	0.2128521	100
88951.22	0.2128783	100
88951.31	0.2128991	100
88951.42	0.2129232	100
88951.51	0.2129469	100
88951.62	0.2129725	100
88951.72	0.2129985	100
88951.82	0.2130239	100
88951.91	0.2130501	100
88952.02	0.2130761	100
88952.12	0.2131018	100
88952.22	0.2131241	100
88952.31	0.2131494	100
88952.42	0.213173	100
88952.51	0.2131989	100
88952.62	0.2132229	100
88952.72	0.2132494	100
88952.82	0.2132699	100
88952.91	0.2132921	100
88953.02	0.2133159	100
88953.12	0.2133409	100
88953.22	0.2133608	100
88953.31	0.2133829	100
88953.42	0.2134062	100
88953.51	0.2134314	100
88953.62	0.2134564	100
88953.72	0.2134799	100
88953.82	0.2135022	100
88953.91	0.2135231	100
88954.02	0.2135486	100
88954.12	0.2135718	100
88954.22	0.2135943	100
88954.31	0.2136194	100
88954.42	0.2136431	100
88954.51	0.2136701	100
88954.62	0.2136938	100
88954.72	0.2137182	100
88954.82	0.2137408	100
88954.91	0.2137621	100
88955.02	0.2137855	100
88955.12	0.2138105	100
88955.22	0.2138342	100
88955.31	0.213859	100
88955.42	0.2138822	100
88955.51	0.2139076	100
88955.62	0.2139305	100
88955.72	0.213953	100
88955.82	0.2139746	100
88955.91	0.2139978	100
88956.02	0.2140225	100
88956.12	0.2140491	100
88956.22	0.2140727	100
88956.31	0.2140952	100
88956.42	0.2141193	100
88956.51	0.2141423	100
88956.62	0.2141687	100
88956.72	0.2141898	100
88956.82	0.2142137	100
88956.91	0.2142396	100
88957.02	0.2142632	100
